,Unnamed: 0,entity_cn,country,entity_en
156217,4027,伊卡,Peru,Nan
156218,4028,勃固省,Burma,Nan
156219,4029,掸邦,Burma,Nan
156220,4030,德林达依省,Burma,Nan
156221,4031,克伦邦,Burma,Nan
156222,4032,克钦邦,Burma,Nan
156223,4033,克耶邦,Burma,Nan
156224,4034,马圭省,Burma,Nan
156225,4035,曼德勒省,Burma,Nan
156226,4036,孟邦,Burma,Nan
156227,4037,钦邦,Burma,Nan
156228,4038,若开邦,Burma,Nan
156229,4039,实皆省,Burma,Nan
156230,4040,仰光省,Burma,Nan
156231,4041,伊洛瓦底省,Burma,Nan
156232,4042,丹吉尔,Morocco,Nan
156233,4043,得土安,Morocco,Nan
156234,4044,非斯,Morocco,Nan
156235,4045,卡萨布兰卡,Morocco,Nan
156236,4046,拉巴特,Morocco,Nan
156237,4047,马拉喀什,Morocco,Nan
156238,4048,梅克内斯,Morocco,Nan
156239,4049,乌季达,Morocco,Nan
156240,4050,西撒哈拉,Morocco,Nan
156241,4051,阿瓜斯卡连斯特,Mexico,Nan
156242,4052,阿卡普尔科,Mexico,Nan
156243,4053,埃莫西约,Mexico,Nan
156244,4054,埃佩切,Mexico,Nan
156245,4055,奥夫雷贡城,Mexico,Nan
156246,4056,奥里萨巴,Mexico,Nan
156247,4057,巴利城,Mexico,Nan
156248,4058,巴亚尔塔港,Mexico,Nan
156249,4059,比利亚埃尔莫萨,Mexico,Nan
156250,4060,波萨里卡,Mexico,Nan
156251,4061,蒂华纳,Mexico,Nan
156252,4062,杜兰戈,Mexico,Nan
156253,4063,恩塞纳达,Mexico,Nan
156254,4064,瓜达拉哈拉,Mexico,Nan
156255,4065,瓜纳华托,Mexico,Nan
156256,4066,哈拉帕,Mexico,Nan
156257,4067,华雷斯,Mexico,Nan
156258,4068,华雷斯港,Mexico,Nan
156259,4069,卡门,Mexico,Nan
156260,4070,科利马,Mexico,Nan
156261,4071,克雷塔罗,Mexico,Nan
156262,4072,库埃纳瓦卡,Mexico,Nan
156263,4073,库利阿坎,Mexico,Nan
156264,4074,夸察夸拉克斯,Mexico,Nan
156265,4075,拉巴斯,Mexico,Nan
156266,4076,莱昂,Mexico,Nan
156267,4077,雷诺萨,Mexico,Nan
156268,4078,洛斯莫奇斯,Mexico,Nan
156269,4079,马萨特兰,Mexico,Nan
156270,4080,马塔莫罗斯,Mexico,Nan
156271,4081,梅里达,Mexico,Nan
156272,4082,蒙克洛瓦,Mexico,Nan
156273,4083,蒙特雷,Mexico,Nan
156274,4084,莫雷利亚,Mexico,Nan
156275,4085,墨西哥城,Mexico,Nan
156276,4086,墨西卡利,Mexico,Nan
156277,4087,诺加莱斯,Mexico,Nan
156278,4088,帕丘卡,Mexico,Nan
156279,4089,普埃布拉,Mexico,Nan
156280,4090,奇尔潘辛戈,Mexico,Nan
156281,4091,奇瓦瓦,Mexico,Nan
156282,4092,切图马尔,Mexico,Nan
156283,4093,萨尔蒂约,Mexico,Nan
156284,4094,萨卡特卡斯,Mexico,Nan
156285,4095,塞拉亚,Mexico,Nan
156286,4096,圣路易斯波托亚,Mexico,Nan
156287,4097,塔帕丘拉,Mexico,Nan
156288,4098,坦皮科,Mexico,Nan
156289,4099,特拉斯卡拉,Mexico,Nan
156290,4100,特皮克,Mexico,Nan
156291,4101,特瓦坎,Mexico,Nan
156292,4102,图斯特拉-古铁雷斯,Mexico,Nan
156293,4103,托雷翁,Mexico,Nan
156294,4104,托卢卡,Mexico,Nan
156295,4105,瓦哈卡,Mexico,Nan
156296,4106,维多利亚城,Mexico,Nan
156297,4107,韦拉克鲁斯,Mexico,Nan
156298,4108,乌鲁阿潘,Mexico,Nan
156299,4109,新拉雷多,Mexico,Nan
156300,4110,伊拉普阿托,Mexico,Nan
156301,4111,埃龙戈,Namibia,Nan
156302,4112,奥汉圭纳,Namibia,Nan
156303,4113,奥卡万戈,Namibia,Nan
156304,4114,奥马赫科,Namibia,Nan
156305,4115,奥姆沙蒂,Namibia,Nan
156306,4116,奥乔宗蒂约巴,Namibia,Nan
156307,4117,奥沙纳,Namibia,Nan
156308,4118,奥希科托,Namibia,Nan
156309,4119,哈达普,Namibia,Nan
156310,4120,霍马斯,Namibia,Nan
156311,4121,卡拉斯,Namibia,Nan
156312,4122,卡普里维,Namibia,Nan
156313,4123,库内内,Namibia,Nan
156314,4124,阿平顿,South Africa,Nan
156315,4125,艾利弗山,South Africa,Nan
156316,4126,彼德马里茨堡,South Africa,Nan
156317,4127,彼德斯堡,South Africa,Nan
156318,4128,比勒陀利亚,South Africa,Nan
156319,4129,比索,South Africa,Nan
156320,4130,布雷达斯多普,South Africa,Nan
156321,4131,布隆方丹,South Africa,Nan
156322,4132,布隆克斯特斯普利特,South Africa,Nan
156323,4133,德阿尔,South Africa,Nan
156324,4134,德班,South Africa,Nan
156325,4135,邓迪,South Africa,Nan
156326,4136,东巴克利,South Africa,Nan
156327,4137,东伦敦,South Africa,Nan
156328,4138,弗雷堡,South Africa,Nan
156329,4139,弗里尼欣,South Africa,Nan
156330,4140,格罗布莱斯达尔,South Africa,Nan
156331,4141,基雅尼,South Africa,Nan
156332,4142,金伯利,South Africa,Nan
156333,4143,开普敦,South Africa,Nan
156334,4144,克莱克斯多普,South Africa,Nan
156335,4145,库鲁曼,South Africa,Nan
156336,4146,昆士敦,South Africa,Nan
156337,4147,莱迪史密斯,South Africa,Nan
156338,4148,兰德方丹,South Africa,Nan
156339,4149,理查兹湾,South Africa,Nan
156340,4150,利斯滕堡,South Africa,Nan
156341,4151,米德尔堡,South Africa,Nan
156342,4152,姆库泽,South Africa,Nan
156343,4153,穆里斯堡,South Africa,Nan
156344,4154,内尔斯普雷特,South Africa,Nan
156345,4155,尼尔斯特隆,South Africa,Nan
156346,4156,纽卡斯尔,South Africa,Nan
156347,4157,乔治,South Africa,Nan
156348,4158,萨索尔堡,South Africa,Nan
156349,4159,瑟孔达,South Africa,Nan
156350,4160,特克索波,South Africa,Nan
156351,4161,特隆普斯堡,South Africa,Nan
156352,4162,跳羚,South Africa,Nan
156353,4163,图拉马哈谢,South Africa,Nan
156354,4164,托霍延杜,South Africa,Nan
156355,4165,韦茨肖克,South Africa,Nan
156356,4166,韦尔科姆,South Africa,Nan
156357,4167,乌伦迪,South Africa,Nan
156358,4168,乌姆塔塔,South Africa,Nan
156359,4169,伍斯特,South Africa,Nan
156360,4170,西博福特,South Africa,Nan
156361,4171,谢普斯通港,South Africa,Nan
156362,4172,伊丽莎白港,South Africa,Nan
156363,4173,约翰内斯堡,South Africa,Nan
156364,4174,巴格马蒂,Nepal,Nan
156365,4175,道拉吉里,Nepal,Nan
156366,4176,甘达基,Nepal,Nan
156367,4177,戈西,Nepal,Nan
156368,4178,格尔纳利,Nepal,Nan
156369,4179,贾纳克布尔,Nepal,Nan
156370,4180,拉布蒂,Nepal,Nan
156371,4181,蓝毗尼,Nepal,Nan
156372,4182,马哈卡利,Nepal,Nan
156373,4183,梅吉,Nepal,Nan
156374,4184,纳拉亚尼,Nepal,Nan
156375,4185,佩里,Nepal,Nan
156376,4186,萨加玛塔,Nepal,Nan
156377,4187,塞蒂,Nepal,Nan
156378,4188,埃斯特利,Nicaragua,Nan
156379,4189,北大西洋,Nicaragua,Nan
156380,4190,博阿科,Nicaragua,Nan
156381,4191,格拉纳达,Nicaragua,Nan
156382,4192,卡拉索,Nicaragua,Nan
156383,4193,莱昂,Nicaragua,Nan
156384,4194,里瓦斯,Nicaragua,Nan
156385,4195,马德里斯,Nicaragua,Nan
156386,4196,马那瓜,Nicaragua,Nan
156387,4197,马萨亚,Nicaragua,Nan
156388,4198,马塔加尔帕,Nicaragua,Nan
156389,4199,南大西洋,Nicaragua,Nan
156390,4200,奇南德加,Nicaragua,Nan
156391,4201,琼塔莱斯,Nicaragua,Nan
156392,4202,圣胡安河,Nicaragua,Nan
156393,4203,希诺特加,Nicaragua,Nan
156394,4204,新塞哥维亚,Nicaragua,Nan
156395,4205,阿加德兹,Niger,Nan
156396,4206,迪法,Niger,Nan
156397,4207,蒂拉贝里,Niger,Nan
156398,4208,多索,Niger,Nan
156399,4209,津德尔,Niger,Nan
156400,4210,马拉迪,Niger,Nan
156401,4211,尼亚美市,Niger,Nan
156402,4212,塔瓦,Niger,Nan
156403,4213,阿比亚,Nigeria,Nan
156404,4214,奥博莫绍,Nigeria,Nan
156405,4215,卡诺,Nigeria,Nan
156406,4216,拉各斯,Nigeria,Nan
156407,4217,伊巴丹,Nigeria,Nan
156408,4218,阿克什胡斯,Norway,Nan
156409,4219,奥普兰,Norway,Nan
156410,4220,奥斯陆市,Norway,Nan
156411,4221,北特伦德拉格,Norway,Nan
156412,4222,布斯克吕,Norway,Nan
156413,4223,东阿格德尔,Norway,Nan
156414,4224,东福尔,Norway,Nan
156415,4225,芬马克,Norway,Nan
156416,4226,海德马克,Norway,Nan
156417,4227,霍达兰,Norway,Nan
156418,4228,罗加兰,Norway,Nan
156419,4229,默勒－鲁姆斯达尔,Norway,Nan
156420,4230,南特伦德拉格,Norway,Nan
156421,4231,诺尔兰,Norway,Nan
156422,4232,松恩－菲尤拉讷,Norway,Nan
156423,4233,泰勒马克,Norway,Nan
156424,4234,特罗姆斯,Norway,Nan
156425,4235,西阿格德尔,Norway,Nan
156426,4236,西福尔,Norway,Nan
156427,4237,滨海阿连特茹,Portugal,Nan
156428,4238,滨海皮尼亚尔,Portugal,Nan
156429,4239,波尔图,Portugal,Nan
156430,4240,杜罗,Portugal,Nan
156431,4241,恩特拉杜罗伏日,Portugal,Nan
156432,4242,法鲁,Portugal,Nan
156433,4243,丰沙尔,Portugal,Nan
156434,4244,卡瓦多,Portugal,Nan
156435,4245,科瓦贝拉,Portugal,Nan
156436,4246,里斯本,Portugal,Nan
156437,4247,利巴特茹,Portugal,Nan
156438,4248,梅地奥特茹,Portugal,Nan
156439,4249,米尼奥-利马,Portugal,Nan
156440,4250,内贝拉北,Portugal,Nan
156441,4251,内贝拉南,Portugal,Nan
156442,4252,内皮尼亚尔北,Portugal,Nan
156443,4253,内皮尼亚尔南,Portugal,Nan
156444,4254,蓬塔德尔加达,Portugal,Nan
156445,4255,塞图巴尔半岛,Portugal,Nan
156446,4256,山后,Portugal,Nan
156447,4257,上阿连特茹,Portugal,Nan
156448,4258,上特拉斯山,Portugal,Nan
156449,4259,塔梅加,Portugal,Nan
156450,4260,万福,Portugal,Nan
156451,4261,西部,Portugal,Nan
156452,4262,下阿连特茹,Portugal,Nan
156453,4263,下伏日,Portugal,Nan
156454,4264,下蒙德古,Portugal,Nan
156455,4265,中阿连特茹,Portugal,Nan
156456,4266,爱媛,Japan,Nan
156457,4267,爱知,Japan,Nan
156458,4268,北海道,Japan,Nan
156459,4269,兵库,Japan,Nan
156460,4270,冲绳,Japan,Nan
156461,4271,茨城,Japan,Nan
156462,4272,大阪,Japan,Nan
156463,4273,大分,Japan,Nan
156464,4274,岛根,Japan,Nan
156465,4275,徳岛,Japan,Nan
156466,4276,东京,Japan,Nan
156467,4277,福岛,Japan,Nan
156468,4278,福冈,Japan,Nan
156469,4279,福井,Japan,Nan
156470,4280,富山,Japan,Nan
156471,4281,冈山,Japan,Nan
156472,4282,高知,Japan,Nan
156473,4283,宮城,Japan,Nan
156474,4284,宫崎,Japan,Nan
156475,4285,广岛,Japan,Nan
156476,4286,和歌山,Japan,Nan
156477,4287,京都,Japan,Nan
156478,4288,静冈,Japan,Nan
156479,4289,枥木,Japan,Nan
156480,4290,鹿儿岛,Japan,Nan
156481,4291,奈良,Japan,Nan
156482,4292,鸟取,Japan,Nan
156483,4293,岐阜,Japan,Nan
156484,4294,埼玉,Japan,Nan
156485,4295,千叶,Japan,Nan
156486,4296,青森,Japan,Nan
156487,4297,秋田,Japan,Nan
156488,4298,群马,Japan,Nan
156489,4299,三重,Japan,Nan
156490,4300,山口,Japan,Nan
156491,4301,山梨,Japan,Nan
156492,4302,山形,Japan,Nan
156493,4303,神奈川,Japan,Nan
156494,4304,石川,Japan,Nan
156495,4305,香川,Japan,Nan
156496,4306,新潟,Japan,Nan
156497,4307,熊本,Japan,Nan
156498,4308,岩手,Japan,Nan
156499,4309,长崎,Japan,Nan
156500,4310,长野,Japan,Nan
156501,4311,滋贺,Japan,Nan
156502,4312,佐贺,Japan,Nan
156503,4313,北博滕,Sweden,Nan
156504,4314,布莱金厄,Sweden,Nan
156505,4315,达拉纳,Sweden,Nan
156506,4316,东约特兰,Sweden,Nan
156507,4317,厄勒布鲁,Sweden,Nan
156508,4318,哥得兰,Sweden,Nan
156509,4319,哈兰,Sweden,Nan
156510,4320,卡尔马,Sweden,Nan
156511,4321,克鲁努贝里,Sweden,Nan
156512,4322,南曼兰,Sweden,Nan
156513,4323,斯德哥尔摩,Sweden,Nan
156514,4324,斯科耐,Sweden,Nan
156515,4325,韦姆兰,Sweden,Nan
156516,4326,乌普萨拉,Sweden,Nan
156517,4327,西博滕,Sweden,Nan
156518,4328,西曼兰,Sweden,Nan
156519,4329,西诺尔兰,Sweden,Nan
156520,4330,西约特兰,Sweden,Nan
156521,4331,延雪平,Sweden,Nan
156522,4332,耶夫勒堡,Sweden,Nan
156523,4333,耶姆特兰,Sweden,Nan
156524,4334,阿尔高,Switzerland,Nan
156525,4335,巴塞尔城市,Switzerland,Nan
156526,4336,巴塞尔乡村,Switzerland,Nan
156527,4337,伯尔尼,Switzerland,Nan
156528,4338,楚格,Switzerland,Nan
156529,4339,弗里堡,Switzerland,Nan
156530,4340,格拉鲁斯,Switzerland,Nan
156531,4341,格劳宾登,Switzerland,Nan
156532,4342,卢塞恩,Switzerland,Nan
156533,4343,洛桑,Switzerland,Nan
156534,4344,纳沙泰尔,Switzerland,Nan
156535,4345,内阿彭策尔,Switzerland,Nan
156536,4346,日内瓦,Switzerland,Nan
156537,4347,汝拉,Switzerland,Nan
156538,4348,沙夫豪森,Switzerland,Nan
156539,4349,上瓦尔登,Switzerland,Nan
156540,4350,圣加仑,Switzerland,Nan
156541,4351,施维茨,Switzerland,Nan
156542,4352,苏黎世,Switzerland,Nan
156543,4353,索洛图恩,Switzerland,Nan
156544,4354,提契诺,Switzerland,Nan
156545,4355,图尔高,Switzerland,Nan
156546,4356,瓦莱,Switzerland,Nan
156547,4357,外阿彭策尔,Switzerland,Nan
156548,4358,沃,Switzerland,Nan
156549,4359,乌里,Switzerland,Nan
156550,4360,下瓦尔登,Switzerland,Nan
156551,4361,阿波帕,El Salvador,Nan
156552,4362,阿瓦查潘,El Salvador,Nan
156553,4363,滨海,El Salvador,Nan
156554,4364,查拉特南戈,El Salvador,Nan
156555,4365,德尔加多,El Salvador,Nan
156556,4366,基埃-恩特姆,El Salvador,Nan
156557,4367,卡瓦尼亚斯,El Salvador,Nan
156558,4368,库斯卡特兰,El Salvador,Nan
156559,4369,拉巴斯,El Salvador,Nan
156560,4370,拉利伯塔德,El Salvador,Nan
156561,4371,拉乌尼翁,El Salvador,Nan
156562,4372,梅基卡诺斯,El Salvador,Nan
156563,4373,莫拉桑,El Salvador,Nan
156564,4374,圣安娜,El Salvador,Nan
156565,4375,圣米格尔,El Salvador,Nan
156566,4376,圣萨尔瓦多,El Salvador,Nan
156567,4377,圣维森特,El Salvador,Nan
156568,4378,松索纳特,El Salvador,Nan
156569,4379,索亚潘戈,El Salvador,Nan
156570,4380,韦莱-恩萨斯,El Salvador,Nan
156571,4381,乌苏卢坦,El Salvador,Nan
156572,4382,伊洛潘戈,El Salvador,Nan
156573,4383,中南,El Salvador,Nan
156574,4384,贝尔格莱德,Translation,Nan
156575,4385,波德戈里察,Translation,Nan
156576,4386,克拉古涅瓦茨,Translation,Nan
156577,4387,尼什,Translation,Nan
156578,4388,诺维萨德,Translation,Nan
156579,4389,普里什蒂纳,Translation,Nan
156580,4390,苏博蒂察,Translation,Nan
156581,4391,泽蒙,Translation,Nan
156582,4392,北部,Sierra Leone,Nan
156583,4393,东部,Sierra Leone,Nan
156584,4394,南部,Sierra Leone,Nan
156585,4395,西部区,Sierra Leone,Nan
156586,4396,达喀尔,Senegal,Nan
156587,4397,法蒂克,Senegal,Nan
156588,4398,济金绍尔,Senegal,Nan
156589,4399,捷斯,Senegal,Nan
156590,4400,久尔贝勒,Senegal,Nan
156591,4401,考拉克,Senegal,Nan
156592,4402,科尔达,Senegal,Nan
156593,4403,卢加,Senegal,Nan
156594,4404,马塔姆,Senegal,Nan
156595,4405,圣路易,Senegal,Nan
156596,4406,坦巴昆达,Senegal,Nan
156597,4407,法马古斯塔,Cyprus,Nan
156598,4408,凯里尼亚,Cyprus,Nan
156599,4409,拉纳卡,Cyprus,Nan
156600,4410,利马索尔,Cyprus,Nan
156601,4411,尼科西亚,Cyprus,Nan
156602,4412,帕福斯,Cyprus,Nan
156603,4413,阿尔阿尔,Saudi Arabia,Nan
156604,4414,艾卜哈,Saudi Arabia,Nan
156605,4415,巴哈,Saudi Arabia,Nan
156606,4416,布赖代,Saudi Arabia,Nan
156607,4417,达曼,Saudi Arabia,Nan
156608,4418,哈费尔巴廷,Saudi Arabia,Nan
156609,4419,哈伊勒,Saudi Arabia,Nan
156610,4420,海米斯穆谢特,Saudi Arabia,Nan
156611,4421,海耶,Saudi Arabia,Nan
156612,4422,胡富夫,Saudi Arabia,Nan
156613,4423,吉达,Saudi Arabia,Nan
156614,4424,吉赞,Saudi Arabia,Nan
156615,4425,利雅得,Saudi Arabia,Nan
156616,4426,麦地那,Saudi Arabia,Nan
156617,4427,麦加,Saudi Arabia,Nan
156618,4428,姆巴拉兹,Saudi Arabia,Nan
156619,4429,纳季兰,Saudi Arabia,Nan
156620,4430,塞卡卡,Saudi Arabia,Nan
156621,4431,塔布克,Saudi Arabia,Nan
156622,4432,塔伊夫,Saudi Arabia,Nan
156623,4433,延布,Saudi Arabia,Nan
156624,4434,朱拜勒,Saudi Arabia,Nan
156625,4435,阿努拉德普勒,Sri Lanka,Nan
156626,4436,安帕赖,Sri Lanka,Nan
156627,4437,巴杜勒,Sri Lanka,Nan
156628,4438,拜蒂克洛,Sri Lanka,Nan
156629,4439,波隆纳鲁沃,Sri Lanka,Nan
156630,4440,汉班托特,Sri Lanka,Nan
156631,4441,基里诺奇,Sri Lanka,Nan
156632,4442,加勒,Sri Lanka,Nan
156633,4443,加姆珀哈,Sri Lanka,Nan
156634,4444,贾夫纳,Sri Lanka,Nan
156635,4445,卡卢特勒,Sri Lanka,Nan
156636,4446,凯格勒,Sri Lanka,Nan
156637,4447,康提,Sri Lanka,Nan
156638,4448,科伦坡,Sri Lanka,Nan
156639,4449,库鲁内格勒,Sri Lanka,Nan
156640,4450,拉特纳普勒,Sri Lanka,Nan
156641,4451,马纳尔,Sri Lanka,Nan
156642,4452,马特莱,Sri Lanka,Nan
156643,4453,马特勒,Sri Lanka,Nan
156644,4454,莫讷勒格勒,Sri Lanka,Nan
156645,4455,穆莱蒂武,Sri Lanka,Nan
156646,4456,努沃勒埃利耶,Sri Lanka,Nan
156647,4457,普塔勒姆,Sri Lanka,Nan
156648,4458,亭可马里,Sri Lanka,Nan
156649,4459,瓦武尼亚,Sri Lanka,Nan
156650,4460,班斯卡-比斯特里察,Slovakia,Nan
156651,4461,布拉迪斯拉发,Slovakia,Nan
156652,4462,科希策,Slovakia,Nan
156653,4463,尼特拉,Slovakia,Nan
156654,4464,普雷绍夫,Slovakia,Nan
156655,4465,日利纳,Slovakia,Nan
156656,4466,特尔纳瓦,Slovakia,Nan
156657,4467,特伦钦,Slovakia,Nan
156658,4468,奥巴尔诺-克拉,Slovenia,Nan
156659,4469,奥斯雷德涅斯洛文,Slovenia,Nan
156660,4470,波德拉夫,Slovenia,Nan
156661,4471,波穆尔,Slovenia,Nan
156662,4472,多雷尼,Slovenia,Nan
156663,4473,戈雷尼,Slovenia,Nan
156664,4474,戈里,Slovenia,Nan
156665,4475,科洛,Slovenia,Nan
156666,4476,诺特拉尼,Slovenia,Nan
156667,4477,萨维尼,Slovenia,Nan
156668,4478,斯波德涅波萨夫,Slovenia,Nan
156669,4479,扎萨夫,Slovenia,Nan
156670,4480,北部,Sudan,Nan
156671,4481,赤道,Sudan,Nan
156672,4482,达尔富尔,Sudan,Nan
156673,4483,东部,Sudan,Nan
156674,4484,加扎勒河,Sudan,Nan
156675,4485,喀土穆,Sudan,Nan
156676,4486,科尔多凡,Sudan,Nan
156677,4487,上尼罗,Sudan,Nan
156678,4488,中部,Sudan,Nan
156679,4489,布罗科蓬多,Suriname,Nan
156680,4490,科罗尼,Suriname,Nan
156681,4491,科默韦讷,Suriname,Nan
156682,4492,马罗韦讷,Suriname,Nan
156683,4493,尼克里,Suriname,Nan
156684,4494,帕拉,Suriname,Nan
156685,4495,帕拉马里博,Suriname,Nan
156686,4496,萨拉马卡,Suriname,Nan
156687,4497,瓦尼卡,Suriname,Nan
156688,4498,西帕里韦尼,Suriname,Nan
156689,4499,瓜达尔卡纳尔,Solomon Islands,Nan
156690,4500,霍尼亚拉,Solomon Islands,Nan
156691,4501,拉纳尔和贝罗纳,Solomon Islands,Nan
156692,4502,马基拉,Solomon Islands,Nan
156693,4503,马莱塔,Solomon Islands,Nan
156694,4504,乔伊索,Solomon Islands,Nan
156695,4505,泰莫图,Solomon Islands,Nan
156696,4506,西部,Solomon Islands,Nan
156697,4507,伊萨贝尔,Solomon Islands,Nan
156698,4508,中部群岛,Solomon Islands,Nan
156699,4509,杜尚别,Tajikistan,Nan
156700,4510,霍罗格,Tajikistan,Nan
156701,4511,卡尼巴达姆,Tajikistan,Nan
156702,4512,科法尔尼洪,Tajikistan,Nan
156703,4513,苦盏,Tajikistan,Nan
156704,4514,库尔干-秋别,Tajikistan,Nan
156705,4515,库洛布,Tajikistan,Nan
156706,4516,洛贡,Tajikistan,Nan
156707,4517,努雷克,Tajikistan,Nan
156708,4518,彭吉肯特,Tajikistan,Nan
156709,4519,萨班特,Tajikistan,Nan
156710,4520,塔博沙尔,Tajikistan,Nan
156711,4521,图尔孙扎德,Tajikistan,Nan
156712,4522,乌拉秋别,Tajikistan,Nan
156713,4523,伊斯法拉,Tajikistan,Nan
156714,4524,安纳乍能,Translation,Nan
156715,4525,巴蜀,Translation,Nan
156716,4526,巴吞他尼,Translation,Nan
156717,4527,巴真,Translation,Nan
156718,4528,北碧,Translation,Nan
156719,4529,北标,Translation,Nan
156720,4530,北大年,Translation,Nan
156721,4531,北揽,Translation,Nan
156722,4532,北榄坡,Translation,Nan
156723,4533,北柳,Translation,Nan
156724,4534,碧差汶,Translation,Nan
156725,4535,博达伦,Translation,Nan
156726,4536,猜那,Translation,Nan
156727,4537,猜也奔,Translation,Nan
156728,4538,程逸,Translation,Nan
156729,4539,春蓬,Translation,Nan
156730,4540,春武里,Translation,Nan
156731,4541,达,Translation,Nan
156732,4542,达叻,Translation,Nan
156733,4543,大城,Translation,Nan
156734,4544,董里,Translation,Nan
156735,4545,佛丕,Translation,Nan
156736,4546,佛统,Translation,Nan
156737,4547,甘烹碧,Translation,Nan
156738,4548,红统,Translation,Nan
156739,4549,华富里,Translation,Nan
156740,4550,加拉信,Translation,Nan
156741,4551,甲米,Translation,Nan
156742,4552,尖竹汶,Translation,Nan
156743,4553,孔敬,Translation,Nan
156744,4554,拉农,Translation,Nan
156745,4555,廊开,Translation,Nan
156746,4556,廊莫那浦,Translation,Nan
156747,4557,叻丕,Translation,Nan
156748,4558,黎,Translation,Nan
156749,4559,黎逸,Translation,Nan
156750,4560,龙仔厝,Translation,Nan
156751,4561,罗勇,Translation,Nan
156752,4562,洛坤,Translation,Nan
156753,4563,玛哈沙拉堪,Translation,Nan
156754,4564,曼谷,Translation,Nan
156755,4565,莫达汉,Translation,Nan
156756,4566,那空那育,Translation,Nan
156757,4567,那空帕农,Translation,Nan
156758,4568,难,Translation,Nan
156759,4569,南奔,Translation,Nan
156760,4570,暖武里,Translation,Nan
156761,4571,帕,Translation,Nan
156762,4572,帕尧,Translation,Nan
156763,4573,攀牙,Translation,Nan
156764,4574,彭世洛,Translation,Nan
156765,4575,披集,Translation,Nan
156766,4576,普吉,Translation,Nan
156767,4577,清莱,Translation,Nan
156768,4578,清迈,Translation,Nan
156769,4579,色军,Translation,Nan
156770,4580,沙敦,Translation,Nan
156771,4581,沙缴,Translation,Nan
156772,4582,四色菊,Translation,Nan
156773,4583,宋卡,Translation,Nan
156774,4584,素可泰,Translation,Nan
156775,4585,素叻,Translation,Nan
156776,4586,素林,Translation,Nan
156777,4587,素攀武里,Translation,Nan
156778,4588,陶公,Translation,Nan
156779,4589,乌隆,Translation,Nan
156780,4590,乌泰他尼,Translation,Nan
156781,4591,乌汶,Translation,Nan
156782,4592,武里南,Translation,Nan
156783,4593,信武里,Translation,Nan
156784,4594,耶梭通,Translation,Nan
156785,4595,也拉,Translation,Nan
156786,4596,夜丰颂,Translation,Nan
156787,4597,夜功,Translation,Nan
156788,4598,阿鲁沙,Tanzania,Nan
156789,4599,奔巴北,Tanzania,Nan
156790,4600,奔巴南,Tanzania,Nan
156791,4601,滨海,Tanzania,Nan
156792,4602,达累斯萨拉姆,Tanzania,Nan
156793,4603,多多马,Tanzania,Nan
156794,4604,基戈马,Tanzania,Nan
156795,4605,卡盖拉,Tanzania,Nan
156796,4606,林迪,Tanzania,Nan
156797,4607,鲁夸,Tanzania,Nan
156798,4608,鲁伍马,Tanzania,Nan
156799,4609,马腊,Tanzania,Nan
156800,4610,曼亚拉,Tanzania,Nan
156801,4611,莫洛戈罗,Tanzania,Nan
156802,4612,姆贝亚,Tanzania,Nan
156803,4613,姆特瓦拉,Tanzania,Nan
156804,4614,姆万扎,Tanzania,Nan
156805,4615,乞力马扎罗,Tanzania,Nan
156806,4616,桑给巴尔,Tanzania,Nan
156807,4617,桑给巴尔北,Tanzania,Nan
156808,4618,桑给巴尔南,Tanzania,Nan
156809,4619,桑给巴尔市和西,Tanzania,Nan
156810,4620,塔波拉,Tanzania,Nan
156811,4621,坦噶,Tanzania,Nan
156812,4622,辛吉达,Tanzania,Nan
156813,4623,欣延加,Tanzania,Nan
156814,4624,伊林加,Tanzania,Nan
156815,4625,埃瓦,Tonga,Nan
156816,4626,哈派,Tonga,Nan
156817,4627,纽阿斯,Tonga,Nan
156818,4628,汤加塔布,Tonga,Nan
156819,4629,瓦瓦乌,Tonga,Nan
156820,4630,艾尔亚奈,Tunisia,Nan
156821,4631,巴杰,Tunisia,Nan
156822,4632,本阿鲁斯,Tunisia,Nan
156823,4633,比塞大,Tunisia,Nan
156824,4634,吉比利,Tunisia,Nan
156825,4635,加贝斯,Tunisia,Nan
156826,4636,加夫萨,Tunisia,Nan
156827,4637,坚杜拜,Tunisia,Nan
156828,4638,卡夫,Tunisia,Nan
156829,4639,卡塞林,Tunisia,Nan
156830,4640,凯鲁万,Tunisia,Nan
156831,4641,马赫迪耶,Tunisia,Nan
156832,4642,马努巴,Tunisia,Nan
156833,4643,梅德宁,Tunisia,Nan
156834,4644,莫纳斯提尔,Tunisia,Nan
156835,4645,纳布勒,Tunisia,Nan
156836,4646,斯法克斯,Tunisia,Nan
156837,4647,苏塞,Tunisia,Nan
156838,4648,泰塔温,Tunisia,Nan
156839,4649,托泽尔,Tunisia,Nan
156840,4650,西迪布济德,Tunisia,Nan
156841,4651,锡勒亚奈,Tunisia,Nan
156842,4652,宰格万,Tunisia,Nan
156843,4653,阿达纳,Turkey,Nan
156844,4654,阿德亚曼,Turkey,Nan
156845,4655,阿尔达罕,Turkey,Nan
156846,4656,阿尔特温,Turkey,Nan
156847,4657,阿菲永,Turkey,Nan
156848,4658,阿克萨赖,Turkey,Nan
156849,4659,阿勒,Turkey,Nan
156850,4660,阿马西亚,Turkey,Nan
156851,4661,埃迪尔内,Turkey,Nan
156852,4662,埃尔津詹,Turkey,Nan
